City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Batticaloa,LK,2021-06-04 00:55:54,7.7102,81.6924,81.05,78,100,1.14
294,Lae,PG,2021-06-04 00:55:54,-6.7221,146.9847,86.83,64,57,1.59
295,Sistranda,NO,2021-06-04 00:52:15,63.7256,8.834,55.36,80,3,4.97
296,Bulgan,MN,2021-06-04 00:55:54,48.8125,103.5347,62.78,42,1,2.73
297,Tingi,TZ,2021-06-04 00:55:55,-11.3,35.0333,59.23,86,12,3.13
298,Alofi,NU,2021-06-04 00:55:55,-19.0595,-169.9187,75.09,94,90,9.22
299,Toila,EE,2021-06-04 00:55:55,59.4236,27.5025,51.75,82,48,2.75
300,Chapais,CA,2021-06-04 00:53:06,49.7834,-74.8492,67.78,91,98,15.35
301,Saint Anthony,US,2021-06-04 00:55:56,45.0205,-93.218,86.32,43,100,1.01
302,Pucallpa,PE,2021-06-04 00:52:21,-8.3791,-74.5539,77.04,94,75,3.44
303,Ulladulla,AU,2021-06-04 00:55:56,-35.35,150.4667,63.88,59,2,3.49
304,Tevaitoa,PF,2021-06-04 00:55:56,-16.7833,-151.5,81.23,74,82,10.45
305,Nantong,CN,2021-06-04 00:55:57,32.0303,120.8747,76.98,59,32,9.04
306,San Jeronimo,PE,2021-06-04 00:55:57,-11.9472,-75.2829,49.3,82,92,4.18
307,Touros,BR,2021-06-04 00:55:57,-5.1989,-35.4608,74.3,78,2,10.71
308,Shellbrook,CA,2021-06-04 00:55:58,53.2168,-106.4011,90.63,47,11,7.92
309,Umm Lajj,SA,2021-06-04 00:55:58,25.0213,37.2685,80.76,68,5,10.83
310,Poya,NC,2021-06-04 00:55:58,-21.35,165.15,77.09,56,38,2.19
311,Abbeville,FR,2021-06-04 00:55:58,50.1,1.8333,59.27,92,65,2.48
312,Mama,RU,2021-06-04 00:55:59,58.3106,112.8986,76.87,44,2,3.69
313,Eydhafushi,MV,2021-06-04 00:55:59,5.1033,73.0708,82.81,69,100,17.18
314,Newport,GB,2021-06-04 00:52:21,51.5877,-2.9984,55.06,87,7,6.04
315,Najran,SA,2021-06-04 00:55:59,17.4924,44.1277,75.85,17,100,2.53
316,Rio Amarillo,HN,2021-06-04 00:55:59,14.9757,-89.1296,84.29,98,16,2.51
317,Acapulco,MX,2021-06-04 00:53:25,16.8634,-99.8901,84.4,65,7,4.72
318,Boo,SE,2021-06-04 00:56:00,59.3333,18.2833,48.97,84,0,3.78
319,Havre-Saint-Pierre,CA,2021-06-04 00:56:00,50.2334,-63.5986,59.36,67,90,5.75
320,Cayenne,GF,2021-06-04 00:56:00,4.9333,-52.3333,79.09,87,75,8.68
321,Moratuwa,LK,2021-06-04 00:56:00,6.773,79.8816,80.62,91,100,9.01
322,Havoysund,NO,2021-06-04 00:56:01,70.9963,24.6622,52.68,81,4,17.13
323,Porto Novo,BJ,2021-06-04 00:54:16,6.4965,2.6036,84.02,83,45,6.42
324,Port Hedland,AU,2021-06-04 00:56:01,-20.3167,118.5667,66.25,55,90,17.27
325,Aklavik,CA,2021-06-04 00:56:01,68.2191,-135.0107,48.92,79,100,7.2
326,Thies,SN,2021-06-04 00:56:02,14.8342,-17.1061,75.85,73,83,9.89
327,Lima,PE,2021-06-04 00:51:32,-12.0432,-77.0282,62.91,82,90,8.05
328,Trelew,AR,2021-06-04 00:53:17,-43.249,-65.3051,44.78,92,15,9.51
329,Waingapu,ID,2021-06-04 00:56:02,-9.6567,120.2641,83.12,70,69,8.5
330,Porangatu,BR,2021-06-04 00:56:02,-13.4408,-49.1486,71.85,46,4,2.35
331,Chicama,PE,2021-06-04 00:56:03,-7.8447,-79.1469,64.94,76,8,5.17
332,Yerofey Pavlovich,RU,2021-06-04 00:56:03,53.9667,121.9667,67.23,41,15,12.35
333,Minuri,PH,2021-06-04 00:56:03,16.535,121.8574,91.09,47,14,2.84
334,Okhotsk,RU,2021-06-04 00:54:16,59.3833,143.3,46.54,74,13,7.07
335,Komatipoort,ZA,2021-06-04 00:56:04,-25.4332,31.9548,62.06,70,100,15.73
336,Kieta,PG,2021-06-04 00:53:57,-6.2167,155.6333,84.06,74,100,4.12
337,Fort Nelson,CA,2021-06-04 00:56:04,58.8053,-122.7002,71.19,30,75,11.5
338,Bandarbeyla,SO,2021-06-04 00:56:04,9.4942,50.8122,79.23,79,100,17.85
339,Willowmore,ZA,2021-06-04 00:56:04,-33.2926,23.4895,42.75,74,100,2.64
340,Wuhu,CN,2021-06-04 00:56:05,31.3366,118.3755,69.71,67,18,6.4
341,Chililabombwe,ZM,2021-06-04 00:56:05,-12.3648,27.8229,55.99,72,30,5.55
342,Oksfjord,NO,2021-06-04 00:56:05,70.2396,22.3479,52.72,62,0,3.31
343,Shelburne,CA,2021-06-04 00:56:05,44.0787,-80.2041,70.56,89,4,4.99
344,Sorong,ID,2021-06-04 00:56:06,-0.8833,131.25,78.85,88,100,7.27
345,Pimentel,PE,2021-06-04 00:56:06,-6.8367,-79.9342,66.49,84,20,1.99
346,Kruisfontein,ZA,2021-06-04 00:56:06,-34.0033,24.7314,47.43,72,33,5.23
347,Quatre Cocos,MU,2021-06-04 00:55:07,-20.2078,57.7625,73.51,77,17,17.0
348,College,US,2021-06-04 00:56:06,64.8569,-147.8028,70.59,29,75,1.01
349,Vanimo,PG,2021-06-04 00:56:07,-2.6741,141.3028,86.13,65,61,0.92
350,Conway,US,2021-06-04 00:54:00,35.0887,-92.4421,78.78,71,90,2.68
351,Sovetskiy,RU,2021-06-04 00:56:07,61.3614,63.5842,38.88,52,0,5.06
352,Basco,PH,2021-06-04 00:56:07,20.4487,121.9702,84.43,81,14,28.19
353,Kikwit,CD,2021-06-04 00:56:07,-5.041,18.8162,72.34,67,76,1.45
354,Sault Sainte Marie,CA,2021-06-04 00:51:26,46.5168,-84.3333,71.89,53,75,0.0
355,Oxford,GB,2021-06-04 00:55:57,51.7522,-1.256,58.75,84,75,4.81
356,Srandakan,ID,2021-06-04 00:56:08,-7.9386,110.2506,64.72,75,20,1.9
357,Floro,NO,2021-06-04 00:56:08,61.5996,5.0328,60.76,72,6,4.61
358,Avera,US,2021-06-04 00:56:08,33.194,-82.5271,80.65,79,25,6.55
359,Buribay,RU,2021-06-04 00:56:09,51.9617,58.1592,55.42,84,97,19.01
360,Alyangula,AU,2021-06-04 00:56:09,-13.8483,136.4192,80.47,74,75,16.69
361,Bud,US,2021-06-04 00:56:09,39.447,-86.1758,73.74,87,100,4.72
362,Sergeyevka,KZ,2021-06-04 00:56:09,53.88,67.4158,50.47,79,100,16.78
363,Necochea,AR,2021-06-04 00:56:10,-38.5473,-58.7368,58.03,81,100,16.46
364,Clarksburg,US,2021-06-04 00:56:10,39.2807,-80.3445,67.44,88,39,4.0
365,Lodwar,KE,2021-06-04 00:56:10,3.1191,35.5973,82.94,45,22,13.69
366,Abong Mbang,CM,2021-06-04 00:56:10,3.9833,13.1833,67.68,98,7,1.23
367,Seoul,KR,2021-06-04 00:51:37,37.5683,126.9778,66.61,77,40,7.92
368,Manoel Urbano,BR,2021-06-04 00:56:11,-8.8389,-69.2597,79.48,64,100,1.45
369,Korla,CN,2021-06-04 00:56:11,41.7597,86.1469,83.91,18,100,3.13
370,Haines Junction,CA,2021-06-04 00:54:11,60.7522,-137.5108,55.35,26,6,12.66
371,Klerksdorp,ZA,2021-06-04 00:56:11,-26.8521,26.6667,42.94,74,40,4.27
372,Hamilton,US,2021-06-04 00:53:50,39.1834,-84.5333,66.72,96,77,3.78
373,Baruun-Urt,MN,2021-06-04 00:56:12,46.6806,113.2792,58.26,46,53,15.59
374,Miandoab,IR,2021-06-04 00:56:12,36.9694,46.1027,59.38,26,11,5.35
375,Torbay,CA,2021-06-04 00:56:12,47.6666,-52.7314,61.57,76,75,13.8
376,Hangu,CN,2021-06-04 00:56:12,39.2489,117.7892,77.04,21,3,20.78
377,Pevek,RU,2021-06-04 00:56:13,69.7008,170.3133,36.57,68,80,0.92
378,Lagoa,PT,2021-06-04 00:56:13,39.05,-27.9833,61.59,72,19,15.55
379,Alice Springs,AU,2021-06-04 00:56:13,-23.7,133.8833,56.75,72,90,17.09
380,Camocim,BR,2021-06-04 00:56:13,-2.9022,-40.8411,77.49,76,7,10.96
381,Sarangani,PH,2021-06-04 00:56:14,5.4033,125.4636,83.25,75,100,7.54
382,Mogadishu,SO,2021-06-04 00:56:14,2.0371,45.3438,78.67,81,29,16.24
383,Beitbridge,ZW,2021-06-04 00:56:14,-22.2167,30.0,55.11,70,6,9.42
384,Puro,PH,2021-06-04 00:56:15,12.4841,123.3827,85.77,70,83,6.46
385,Gangoh,IN,2021-06-04 00:56:15,29.7667,77.25,85.08,40,0,4.76
386,Nemuro,JP,2021-06-04 00:56:15,43.3236,145.575,55.83,96,100,24.05
387,Samarai,PG,2021-06-04 00:56:15,-10.6167,150.6667,79.77,85,99,9.24
388,San Patricio,US,2021-06-04 00:56:16,28.017,-97.5169,72.84,97,100,12.3
389,Zhigansk,RU,2021-06-04 00:56:16,66.7697,123.3711,65.35,53,100,3.65
390,Iralaya,HN,2021-06-04 00:56:16,15.0,-83.2333,66.29,78,7,10.83
391,Pangnirtung,CA,2021-06-04 00:52:05,66.1451,-65.7125,27.39,90,81,3.71
392,Baker City,US,2021-06-04 00:56:17,44.7749,-117.8344,87.13,48,95,11.92
393,Fujin,CN,2021-06-04 00:56:17,47.26,132.0322,60.06,57,60,7.9
394,Christchurch,NZ,2021-06-04 00:55:14,-43.5333,172.6333,57.0,84,10,1.99
395,Airai,TL,2021-06-04 00:56:17,-8.9266,125.4092,69.39,61,64,3.83
396,Sobolevo,RU,2021-06-04 00:56:18,54.4299,31.8996,52.12,80,93,6.06
397,George Town,MY,2021-06-04 00:56:18,5.4112,100.3354,82.33,85,20,4.61
398,Geraldton,AU,2021-06-04 00:56:18,-28.7667,114.6,52.21,87,0,12.39
399,Weligama,LK,2021-06-04 00:56:19,5.9667,80.4167,78.35,89,100,10.16
400,Koungheul,SN,2021-06-04 00:56:19,13.9833,-14.8,85.23,39,85,11.25
401,Napasar,IN,2021-06-04 00:56:19,27.9667,73.55,86.52,44,93,2.28
402,Yulara,AU,2021-06-04 00:56:20,-25.2406,130.9889,53.44,62,100,12.66
403,Hovd,MN,2021-06-04 00:56:20,48.0056,91.6419,70.52,34,18,1.43
404,Magdagachi,RU,2021-06-04 00:56:20,53.45,125.8,63.79,49,100,13.71
405,Igrim,RU,2021-06-04 00:56:21,63.1906,64.4162,39.79,58,40,7.2
406,Culfa,AZ,2021-06-04 00:56:21,38.9558,45.6308,66.07,51,0,2.01
407,North Platte,US,2021-06-04 00:56:21,41.1239,-100.7654,72.03,39,12,5.99
408,Westport,US,2021-06-04 00:56:22,41.1415,-73.3579,70.05,94,100,1.99
409,Chatellerault,FR,2021-06-04 00:56:22,46.8,0.5333,65.55,1,100,7.43
410,Tongren,CN,2021-06-04 00:56:22,27.7172,109.1853,69.69,75,98,2.19
411,Vila Velha,BR,2021-06-04 00:56:23,-20.3297,-40.2925,73.35,91,0,1.01
412,Canico,PT,2021-06-04 00:56:23,32.6333,-16.85,65.03,74,40,1.99
413,Athabasca,CA,2021-06-04 00:56:23,54.7169,-113.2854,79.63,55,99,9.35
414,Sungaipenuh,ID,2021-06-04 00:55:48,-2.0833,101.3833,69.87,95,100,0.6
415,Ushtobe,KZ,2021-06-04 00:56:24,45.2514,77.9838,76.41,42,42,6.89
416,Abu Samrah,SY,2021-06-04 00:56:24,35.3029,37.1841,61.88,74,0,7.11
417,Kukuna,SL,2021-06-04 00:56:24,9.4,-12.6667,76.5,92,100,3.58
418,Fagersta,SE,2021-06-04 00:56:24,60.0042,15.7932,50.68,81,0,2.17
419,Theunissen,ZA,2021-06-04 00:56:25,-28.411,26.7011,37.58,83,0,6.13
420,Rafraf,TN,2021-06-04 00:56:25,37.1904,10.1837,70.12,81,100,16.91
421,Sambava,MG,2021-06-04 00:56:25,-14.2667,50.1667,71.06,86,26,8.12
422,Vestmanna,FO,2021-06-04 00:56:25,62.1564,-7.1664,47.32,100,75,9.95
423,Mawlaik,MM,2021-06-04 00:56:26,23.6333,94.4167,86.16,63,16,0.51
424,Pangai,TO,2021-06-04 00:53:30,-19.8,-174.35,77.11,69,75,5.75
425,Kurilsk,RU,2021-06-04 00:56:26,45.2333,147.8833,52.81,86,100,15.35
426,Cap-Aux-Meules,CA,2021-06-04 00:55:03,47.3821,-61.8597,59.05,67,90,11.5
427,Beyneu,KZ,2021-06-04 00:56:26,45.3167,55.2,74.5,51,0,14.7
428,Sao Filipe,CV,2021-06-04 00:56:26,14.8961,-24.4956,74.03,77,38,11.07
429,Muros,ES,2021-06-04 00:56:27,42.7762,-9.0603,47.84,89,34,6.26
430,Kiunga,PG,2021-06-04 00:56:27,-6.1219,141.2906,75.11,99,100,0.85
431,Nioro,GM,2021-06-04 00:56:27,13.35,-15.75,80.91,52,100,6.91
432,Comodoro Rivadavia,AR,2021-06-04 00:56:28,-45.8667,-67.5,44.46,76,0,12.66
433,Halifax,CA,2021-06-04 00:56:06,44.6453,-63.5724,58.89,79,100,3.0
434,Deputatskiy,RU,2021-06-04 00:56:28,69.3,139.9,67.39,30,100,12.57
435,Hami,CN,2021-06-04 00:56:28,42.8,93.45,86.79,9,8,3.44
436,Mitsamiouli,KM,2021-06-04 00:56:28,-11.3847,43.2844,77.45,72,5,5.68
437,Baykit,RU,2021-06-04 00:55:18,61.67,96.37,46.65,57,100,4.43
438,Dabakala,CI,2021-06-04 00:56:29,8.3667,-4.4333,75.33,88,100,4.12
439,Flagstaff,US,2021-06-04 00:56:29,35.1981,-111.6513,85.14,19,84,3.0
440,Gedo,ET,2021-06-04 00:56:29,9.0167,37.45,50.94,95,91,2.55
441,Vengerovo,RU,2021-06-04 00:56:30,55.6848,76.7471,49.96,90,100,2.28
442,Sakakah,SA,2021-06-04 00:53:48,29.9697,40.2064,83.77,20,0,6.89
443,Dawei,MM,2021-06-04 00:56:30,14.0833,98.2,83.5,79,93,2.08
444,Huadian,CN,2021-06-04 00:56:30,42.9633,126.7478,61.61,60,55,12.88
445,Taltal,CL,2021-06-04 00:56:31,-25.4,-70.4833,60.22,86,51,2.75
446,Ivanivka,UA,2021-06-04 00:56:31,46.7208,34.553,54.59,95,100,12.33
447,Anori,BR,2021-06-04 00:56:31,-3.7728,-61.6442,77.59,78,53,2.35
448,Veraval,IN,2021-06-04 00:56:31,20.9,70.3667,82.99,79,67,7.54
449,Coquimbo,CL,2021-06-04 00:56:32,-29.9533,-71.3436,58.73,88,90,3.6
450,Crepy-En-Valois,FR,2021-06-04 00:56:32,49.2336,2.8881,65.5,100,91,6.08
451,Mosquera,CO,2021-06-04 00:56:32,4.7059,-74.2302,60.89,77,75,4.61
452,Erenhot,CN,2021-06-04 00:56:32,43.6475,111.9767,54.61,52,41,13.82
453,Cambuga,PH,2021-06-04 00:56:33,13.6167,122.45,86.72,68,85,5.44
454,Taywarah,AF,2021-06-04 00:56:33,33.35,64.4167,55.09,32,0,4.52
455,Kloulklubed,PW,2021-06-04 00:56:33,7.0419,134.2556,83.14,72,16,2.82
456,Wilmington,US,2021-06-04 00:56:14,34.2257,-77.9447,75.85,90,100,1.01
457,Mayumba,GA,2021-06-04 00:56:33,-3.432,10.6554,75.97,93,5,6.46
458,Ketchikan,US,2021-06-04 00:56:34,55.3422,-131.6461,49.68,89,100,6.55
459,Adre,TD,2021-06-04 00:56:34,13.4667,22.2,80.35,41,100,2.86
460,Ushumun,RU,2021-06-04 00:56:34,52.7833,126.5333,53.35,85,100,13.67
461,Mildmay,CA,2021-06-04 00:56:35,44.0501,-81.1164,70.9,84,0,6.62
462,Popondetta,PG,2021-06-04 00:56:35,-8.7537,148.2534,86.04,67,100,3.42
463,Kismayo,SO,2021-06-04 00:56:35,-0.3582,42.5454,78.13,80,37,14.81
464,Bollnas,SE,2021-06-04 00:56:35,61.3482,16.3946,50.5,79,4,2.26
465,Telimele,GN,2021-06-04 00:56:36,10.9167,-13.3333,72.68,89,100,3.65
466,Payson,US,2021-06-04 00:56:36,40.0444,-111.7321,91.11,23,100,5.23
467,Riedlingen,DE,2021-06-04 00:56:36,48.1545,9.4756,61.86,86,99,1.34
468,Kargil,IN,2021-06-04 00:56:36,34.5667,76.1,43.43,76,100,3.13
469,San Jose,US,2021-06-04 00:56:07,37.3394,-121.895,94.1,42,1,11.99
470,Koping,SE,2021-06-04 00:56:37,59.514,15.9926,51.84,83,0,1.79
471,Puri,IN,2021-06-04 00:56:37,19.8,85.85,86.38,79,53,15.32
472,Smithers,CA,2021-06-04 00:56:37,54.7804,-127.1743,59.32,51,75,8.05
473,Rush,IE,2021-06-04 00:56:38,53.5223,-6.0931,51.87,79,5,11.23
474,Tabou,CI,2021-06-04 00:56:38,4.423,-7.3528,79.88,86,100,7.61
475,Canberra,AU,2021-06-04 00:55:20,-35.2835,149.1281,56.55,91,75,5.01
476,San Buenaventura,MX,2021-06-04 00:56:38,27.0833,-101.5333,78.48,72,100,15.5
477,Suphan Buri,TH,2021-06-04 00:56:38,14.4742,100.1222,86.99,64,79,8.66
478,Fort-Shevchenko,KZ,2021-06-04 00:56:39,44.5086,50.263,71.1,65,7,15.19
479,Namatanai,PG,2021-06-04 00:56:39,-3.6667,152.4333,84.07,71,100,3.42
480,Ouargaye,BF,2021-06-04 00:56:39,11.5033,0.0572,88.03,38,0,6.53
481,Camacupa,AO,2021-06-04 00:56:39,-12.0167,17.4833,51.3,51,10,5.06
482,Kazerun,IR,2021-06-04 00:56:40,29.6195,51.6541,81.14,11,0,1.95
483,Pijijiapan,MX,2021-06-04 00:56:40,15.7011,-93.23,80.24,84,24,0.56
484,Pampa,US,2021-06-04 00:56:40,35.5362,-100.9599,79.07,44,1,0.0
485,Ganzhou,CN,2021-06-04 00:56:41,28.8184,115.4327,72.81,78,98,2.06
486,Bengkulu,ID,2021-06-04 00:56:41,-3.8004,102.2655,78.69,88,91,3.69
487,Kupang,ID,2021-06-04 00:56:41,-10.1667,123.5833,84.78,70,40,13.8
488,Knokke-Heist,BE,2021-06-04 00:56:41,51.3333,3.3333,61.2,81,19,3.47
489,Svetlogorsk,BY,2021-06-04 00:56:42,52.6333,29.7333,47.57,86,17,7.05
490,Canon City,US,2021-06-04 00:56:42,38.441,-105.2424,80.1,33,1,7.0
491,Takhli,TH,2021-06-04 00:56:42,15.2634,100.3438,90.54,63,25,5.59
492,Nampula,MZ,2021-06-04 00:56:42,-15.1165,39.2666,69.75,94,75,5.75
493,Mayor Pablo Lagerenza,PY,2021-06-04 00:56:43,-19.9309,-60.7718,74.97,56,0,5.5
494,Pisco,PE,2021-06-04 00:56:43,-13.7,-76.2167,64.45,77,0,9.22
495,Aldama,MX,2021-06-04 00:56:43,22.9167,-98.0667,81.0,73,56,5.84
496,Ust-Omchug,RU,2021-06-04 00:56:43,61.15,149.6333,42.82,89,100,1.39
497,Maragogi,BR,2021-06-04 00:53:15,-9.0122,-35.2225,75.33,86,15,4.9
498,Santa Rosa,PH,2021-06-04 00:52:10,14.3122,121.1114,88.09,69,100,4.52
499,Martapura,ID,2021-06-04 00:56:44,-3.4167,114.85,82.49,78,0,2.55
500,Roma,US,2021-06-04 00:52:53,43.2128,-75.4557,68.85,91,90,0.0
501,Kushiro,JP,2021-06-04 00:55:51,42.975,144.3747,54.55,100,75,21.83
502,Yara,CU,2021-06-04 00:56:44,20.2753,-76.9533,75.58,86,69,2.86
503,Messina,IT,2021-06-04 00:56:44,38.1933,15.5497,66.22,71,2,5.01
504,Lichinga,MZ,2021-06-04 00:56:45,-13.3128,35.2406,54.77,92,14,4.34
505,Anadyr,RU,2021-06-04 00:56:45,64.75,177.4833,39.7,60,20,15.01
506,Keetmanshoop,NA,2021-06-04 00:55:13,-26.5833,18.1333,54.52,47,0,9.22
507,Arica,CL,2021-06-04 00:55:32,-18.475,-70.3042,64.63,72,90,1.16
508,Coihaique,CL,2021-06-04 00:56:45,-45.5752,-72.0662,40.21,98,100,5.79
509,Komsomolskiy,UZ,2021-06-04 00:56:46,40.4272,71.7189,77.72,27,0,9.22
510,Faya,SA,2021-06-04 00:56:46,18.3851,42.4509,69.91,14,73,5.95
511,Oriximina,BR,2021-06-04 00:56:46,-1.7656,-55.8661,74.5,95,12,4.9
512,Ojinaga,MX,2021-06-04 00:56:46,29.5667,-104.4167,79.75,36,40,19.57
513,Nesna,NO,2021-06-04 00:56:47,66.1967,13.0213,54.57,62,99,14.23
514,Montanha,BR,2021-06-04 00:53:07,-18.1269,-40.3633,67.03,94,100,4.41
515,Tairua,NZ,2021-06-04 00:56:47,-37.0167,175.85,57.09,67,17,3.62
516,Reynoldsburg,US,2021-06-04 00:56:41,39.9548,-82.8121,67.08,90,90,3.44
517,Naze,JP,2021-06-04 00:56:47,28.3667,129.4833,79.72,85,100,18.57
518,Nador,MA,2021-06-04 00:56:47,35.174,-2.9287,68.25,88,75,3.69
519,Panama City,PA,2021-06-04 00:51:52,8.9936,-79.5197,84.06,85,75,10.36
520,Tilichiki,RU,2021-06-04 00:56:48,60.4667,166.1,53.19,51,48,15.41
521,Alexandria,EG,2021-06-04 00:56:48,31.2156,29.9553,69.76,68,0,11.5
522,Lompoc,US,2021-06-04 00:56:49,34.6391,-120.4579,80.78,82,75,8.48
523,Miraflores,MX,2021-06-04 00:56:49,19.2167,-98.8083,59.65,87,89,3.24
524,Soni,TZ,2021-06-04 00:56:49,-4.85,38.3667,57.4,95,57,2.37
525,Kuytun,RU,2021-06-04 00:56:49,54.3419,101.5036,67.64,48,9,8.59
526,Kushima,JP,2021-06-04 00:56:50,31.4583,131.2333,77.04,92,100,14.72
527,La Ronge,CA,2021-06-04 00:53:03,55.1001,-105.2842,79.05,31,90,10.36
528,Norman Wells,CA,2021-06-04 00:56:50,65.282,-126.8329,57.24,67,75,10.36
529,Iracoubo,GF,2021-06-04 00:56:51,5.4802,-53.2011,77.43,91,100,8.57
530,Broome,US,2021-06-04 00:52:22,42.2506,-75.833,68.02,94,90,5.01
531,Sibolga,ID,2021-06-04 00:56:51,1.7427,98.7792,80.46,85,100,1.32
532,Ornskoldsvik,SE,2021-06-04 00:56:51,63.2909,18.7153,49.82,87,100,1.97
533,Novovasylivka,UA,2021-06-04 00:56:52,46.8315,35.7536,53.31,96,29,9.6
534,Mwinilunga,ZM,2021-06-04 00:56:52,-11.7358,24.4293,56.5,66,70,4.34
535,Obihiro,JP,2021-06-04 00:56:53,42.9172,143.2044,62.01,91,100,21.14
536,Florence,IT,2021-06-04 00:56:06,43.7667,11.25,64.29,77,5,2.3
537,Simao,CN,2021-06-04 00:56:53,22.7886,100.9748,73.89,73,100,1.12
538,Kangaatsiaq,GL,2021-06-04 00:56:53,68.3065,-53.4641,33.06,96,100,7.58
539,Rundu,NA,2021-06-04 00:56:54,-17.9333,19.7667,44.8,40,0,6.29
540,Morgan City,US,2021-06-04 00:56:54,29.6994,-91.2068,74.05,88,100,3.8
541,Pipar,IN,2021-06-04 00:56:55,26.3856,73.5378,86.25,45,12,2.57
542,Salalah,OM,2021-06-04 00:56:55,17.0151,54.0924,77.65,81,100,2.19
543,Mindelo,CV,2021-06-04 00:56:55,16.8901,-24.9804,72.95,73,20,20.62
544,Santa Cruz De La Palma,ES,2021-06-04 00:56:55,28.6835,-17.7642,66.34,77,90,11.5
545,Krivodanovka,RU,2021-06-04 00:56:56,55.0881,82.6551,53.69,76,0,8.95
546,Hambantota,LK,2021-06-04 00:56:56,6.1241,81.1185,79.14,94,90,14.54
547,Mucurapo,TT,2021-06-04 00:56:56,10.6667,-61.5333,82.13,70,99,10.27
548,Salinas,US,2021-06-04 00:56:57,36.6777,-121.6555,87.42,71,5,7.27
549,San Francisco,US,2021-06-04 00:53:35,37.7749,-122.4194,90.63,75,20,3.0
550,Oktyabrskiy,RU,2021-06-04 00:56:57,54.4815,53.471,50.29,68,97,14.2
551,Raudeberg,NO,2021-06-04 00:56:57,61.9875,5.1352,59.95,58,2,7.87
552,Laguna,US,2021-06-04 00:56:58,38.421,-121.4238,102.43,28,1,4.0
553,Timizart,DZ,2021-06-04 00:56:58,36.8,4.2667,69.48,67,100,6.69
554,Fria,GN,2021-06-04 00:56:58,10.4167,-13.5833,73.85,91,100,0.36
555,Merauke,ID,2021-06-04 00:56:58,-8.4667,140.3333,80.76,72,49,13.69
556,Lavrentiya,RU,2021-06-04 00:56:59,65.5833,-171.0,33.8,72,100,4.21
557,Saint-Marc,HT,2021-06-04 00:56:59,19.1082,-72.6938,80.91,74,87,2.75
558,Menongue,AO,2021-06-04 00:56:59,-14.6585,17.691,46.69,51,3,3.44
559,Yablonovo,RU,2021-06-04 00:56:59,50.8523,37.3574,53.46,91,100,8.46
560,Beranang,MY,2021-06-04 00:57:00,2.8733,101.8697,82.15,79,100,2.48
561,Ewa Beach,US,2021-06-04 00:57:00,21.3156,-158.0072,87.01,52,29,15.99
562,Nha Trang,VN,2021-06-04 00:57:00,12.25,109.1833,87.8,53,99,0.96
563,Koslan,RU,2021-06-04 00:57:00,63.4564,48.8989,52.54,75,74,2.86
564,Mananjary,MG,2021-06-04 00:57:01,-21.2167,48.3333,67.95,90,1,4.29
565,Tynda,RU,2021-06-04 00:57:01,55.1667,124.7167,67.53,40,3,12.37
566,Padang,ID,2021-06-04 00:57:01,-0.9492,100.3543,78.85,82,100,1.41
567,Santa Maria,BR,2021-06-04 00:57:02,-29.6842,-53.8069,54.7,88,0,5.37
568,Paita,PE,2021-06-04 00:57:02,-5.0892,-81.1144,68.49,81,6,12.77
569,Vardo,NO,2021-06-04 00:57:02,70.3705,31.1107,48.36,71,14,4.45
570,Skibbereen,IE,2021-06-04 00:57:02,51.55,-9.2667,51.6,91,98,12.28
571,Dingle,PH,2021-06-04 00:57:03,10.9995,122.6711,85.41,74,75,6.06
572,Palasa,IN,2021-06-04 00:57:03,18.7667,84.4167,84.81,79,3,7.96
573,Rosetta,EG,2021-06-04 00:57:03,31.4044,30.4164,69.62,67,0,12.88
574,Maniitsoq,GL,2021-06-04 00:57:04,65.4167,-52.9,35.31,75,54,9.31
575,Saint-Augustin,CA,2021-06-04 00:57:04,51.226,-58.6502,52.77,77,100,15.7
576,Marathon,US,2021-06-04 00:57:04,44.9,-89.7668,69.75,84,100,6.31
