City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Rio Grande,BR,-32.035,-52.0986,53.71,69,100,11.34,overcast clouds
347,Kem,RU,64.9555,34.5793,41.47,79,87,5.99,overcast clouds
348,Middelburg,ZA,-25.7751,29.4648,42.64,81,3,6.24,clear sky
349,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,53,0,12.66,clear sky
350,Okha,RU,53.5739,142.9478,36.63,97,100,13.6,overcast clouds
351,Alpena,US,45.0617,-83.4327,91.72,31,20,12.53,few clouds
352,Lokomotivnyy,RU,53.0118,60.5684,56.39,47,76,4.47,broken clouds
353,Northam,GB,51.0333,-4.2167,57.29,92,19,3.47,few clouds
354,Ust-Maya,RU,60.4167,134.5333,68.13,61,96,9.55,overcast clouds
355,Odweyne,SO,9.4092,45.064,75.22,54,0,12.84,clear sky
356,Ugoofaaru,MV,5.6667,73.0,82.49,77,99,15.9,overcast clouds
357,Vilyuysk,RU,63.7553,121.6247,50.18,85,100,7.29,light rain
358,San Rafael,AR,-34.6177,-68.3301,54.59,53,76,4.43,broken clouds
359,Itoman,JP,26.1247,127.6694,75.58,94,75,9.22,light rain
360,Novopskov,UA,49.5464,39.0899,54.91,93,50,5.95,scattered clouds
361,Kununurra,AU,-15.7667,128.7333,55.38,71,25,3.44,scattered clouds
362,Ambon,ID,-3.6954,128.1814,75.34,100,75,9.35,broken clouds
363,Clyde River,CA,70.4692,-68.5914,35.83,93,90,9.22,overcast clouds
364,Utiel,ES,39.5667,-1.2,60.66,76,27,4.7,scattered clouds
365,Lincoln,US,40.8,-96.667,85.86,61,20,4.0,few clouds
366,Sharjah,AE,25.3573,55.4033,95.16,53,0,12.08,clear sky
367,Kosh-Agach,RU,50.0,88.6667,38.39,71,3,2.8,clear sky
368,Faanui,PF,-16.4833,-151.75,81.03,76,77,11.07,broken clouds
369,Shingu,JP,33.7333,135.9833,69.06,82,100,3.76,overcast clouds
370,Talnakh,RU,69.4865,88.3972,31.42,98,100,4.41,light snow
371,Boa Vista,BR,2.8197,-60.6733,89.58,55,75,9.22,broken clouds
372,Kinsale,IE,51.7075,-8.5306,50.23,93,75,5.01,broken clouds
373,Umm Lajj,SA,25.0213,37.2685,82.78,51,0,11.63,clear sky
374,Berdigestyakh,RU,62.0989,126.6992,45.57,92,100,8.41,light rain
375,Wageningen,NL,51.9667,5.6667,59.86,84,0,6.08,clear sky
376,Palmerston North,NZ,-40.35,175.6167,59.99,90,100,4.0,overcast clouds
377,Henties Bay,NA,-22.116,14.2845,76.86,45,0,1.86,clear sky
378,Kloulklubed,PW,7.0419,134.2556,79.3,79,100,6.96,light rain
379,Kargat,RU,55.1956,80.2811,52.23,76,0,8.39,clear sky
380,Bogdanovich,RU,56.7803,62.0494,55.8,64,10,7.99,clear sky
381,Ulety,RU,51.3572,112.4849,50.63,83,65,2.93,broken clouds
382,Kawalu,ID,-7.3817,108.2082,71.37,98,87,1.1,overcast clouds
383,Gazojak,TM,41.1875,61.4036,87.35,21,13,12.15,few clouds
384,Salaga,GH,8.5508,-0.5188,76.8,80,44,6.67,light rain
385,Bendigo,AU,-36.7667,144.2833,49.86,73,100,1.01,overcast clouds
386,Poya,NC,-21.35,165.15,71.62,58,92,7.85,overcast clouds
387,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,20.56,scattered clouds
388,Missoula,US,47.0166,-113.8009,51.85,28,100,5.21,overcast clouds
389,Aswan,EG,24.0934,32.907,85.21,14,3,13.6,clear sky
390,Hasaki,JP,35.7333,140.8333,68.29,84,100,1.79,overcast clouds
391,Pyapon,MM,16.2833,95.6833,82.63,79,99,7.83,overcast clouds
392,Te Anau,NZ,-45.4167,167.7167,39.78,89,15,1.19,few clouds
393,Valentin Gomez Farias,MX,28.2167,-106.5833,89.69,10,57,17.96,broken clouds
394,Kushiro,JP,42.975,144.3747,59.52,79,59,8.08,broken clouds
395,Santa Luzia,BR,-19.7697,-43.8514,72.5,64,40,3.71,scattered clouds
396,Nantucket,US,41.2835,-70.0995,84.31,68,1,11.5,clear sky
397,Cidreira,BR,-30.1811,-50.2056,63.14,76,100,10.98,overcast clouds
398,Marsa Matruh,EG,31.3525,27.2453,71.8,73,0,6.91,clear sky
399,Port Augusta,AU,-32.5,137.7667,55.54,70,5,15.48,clear sky
400,Pacific Grove,US,36.6177,-121.9166,81.45,70,1,8.99,clear sky
401,Sola,VU,-13.8833,167.55,79.47,83,90,5.75,overcast clouds
402,Dukat,RU,62.55,155.55,44.58,78,90,7.49,overcast clouds
403,Maumere,ID,-8.6199,122.2111,77.54,81,76,2.35,broken clouds
404,Changji,CN,44.0167,87.3167,61.59,55,0,3.87,clear sky
405,Homer,US,59.6425,-151.5483,69.08,68,1,16.11,clear sky
406,Grand-Lahou,CI,5.1367,-5.0242,79.57,84,70,10.09,broken clouds
407,Joshimath,IN,30.5667,79.5667,63.5,64,65,3.94,broken clouds
408,Qaqortoq,GL,60.7167,-46.0333,42.67,76,100,4.45,overcast clouds
409,Smithers,CA,54.7804,-127.1743,57.52,54,75,5.75,light rain
410,Middelkerke,BE,51.1558,2.8418,59.02,75,0,8.05,clear sky
411,Manta,EC,-0.95,-80.7333,78.58,69,75,14.97,broken clouds
412,Roding,DE,49.1964,12.5186,61.34,98,98,2.8,overcast clouds
413,Abu Samrah,SY,35.3029,37.1841,67.3,42,0,7.47,clear sky
414,Saint-Denis,FR,48.9167,2.3333,66.15,74,0,6.91,clear sky
415,Bend,US,44.0582,-121.3153,59.25,44,75,1.99,broken clouds
416,Caruray,PH,10.3094,119.0128,78.91,84,100,4.99,light rain
417,Aykhal,RU,66.0,111.5,36.97,79,92,25.3,overcast clouds
418,Salalah,OM,17.0151,54.0924,82.11,84,84,10.78,broken clouds
419,Kaoma,ZM,-14.7833,24.8,51.8,63,62,6.44,broken clouds
420,Guerrero Negro,MX,27.9769,-114.0611,71.19,57,83,16.11,broken clouds
421,Camana,PE,-16.6228,-72.7111,65.17,80,23,7.38,few clouds
422,Awbari,LY,26.5921,12.7805,84.99,16,100,10.69,overcast clouds
423,Iroquois Falls,CA,48.7669,-80.6831,69.94,85,67,10.67,broken clouds
424,Macklin,CA,52.3334,-109.9348,68.34,34,67,13.8,broken clouds
425,Laguna,US,38.421,-121.4238,94.44,30,1,7.0,clear sky
426,Sinfra,CI,6.6167,-5.9167,78.17,93,12,4.7,few clouds
427,Bitung,ID,1.4451,125.1824,76.05,81,100,6.35,light rain
428,Beidao,CN,34.5686,105.8933,66.04,64,89,1.41,overcast clouds
429,Liverpool,GB,53.4106,-2.9779,62.55,72,0,3.56,clear sky
430,Nacozari,MX,25.3366,-108.2574,99.1,38,9,15.5,clear sky
431,Half Moon Bay,US,37.4636,-122.4286,84.81,60,1,11.5,haze
432,Zhigansk,RU,66.7697,123.3711,50.7,44,100,9.69,overcast clouds
433,Kjopsvik,NO,68.097,16.3742,59.16,53,90,1.66,overcast clouds
434,Saint-Joseph,RE,-21.3667,55.6167,71.98,87,66,11.59,light rain
435,Fredericksburg,US,38.3032,-77.4605,94.95,49,75,1.99,broken clouds
436,Calabozo,VE,8.9242,-67.4293,81.75,71,100,2.84,overcast clouds
437,Jalingo,NG,8.8833,11.3667,79.23,77,70,3.71,light rain
438,Gornopravdinsk,RU,60.05,69.9,50.92,94,93,7.07,light rain
439,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.72,47,99,4.81,overcast clouds
440,Cervo,ES,43.6702,-7.4101,59.97,86,95,8.19,overcast clouds
441,Obidos,BR,-1.9175,-55.5181,82.35,65,92,2.35,overcast clouds
442,Lopatino,RU,52.6195,45.8118,55.11,90,36,1.83,scattered clouds
443,Evensk,RU,61.95,159.2333,43.03,83,100,5.61,light rain
444,Puerto Narino,CO,-3.7703,-70.3831,87.75,94,96,1.79,overcast clouds
445,Am Timan,TD,11.0297,20.2827,79.97,61,98,7.96,light rain
446,Bima,ID,-8.4667,118.7167,73.58,94,51,2.93,broken clouds
447,Samarinda,ID,-0.5,117.15,74.14,98,100,2.15,overcast clouds
448,Waddan,LY,29.1614,16.139,81.37,20,0,10.6,clear sky
449,Bartica,GY,6.4,-58.6167,84.52,87,77,6.15,broken clouds
450,Ambilobe,MG,-13.2,49.05,71.06,89,84,3.36,broken clouds
451,Lolodorf,CM,3.2333,10.7333,70.61,100,100,1.43,overcast clouds
452,Lata,PT,40.1629,-8.3327,62.92,92,0,2.15,clear sky
453,Hambantota,LK,6.1241,81.1185,77.34,100,0,14.67,clear sky
454,Le Port,RE,-20.9373,55.2919,73.4,79,69,7.2,light rain
455,Sabang,ID,5.8933,95.3214,82.9,71,100,21.41,overcast clouds
456,Mingaora,PK,34.7758,72.3625,75.06,60,0,5.66,clear sky
457,Cap Malheureux,MU,-19.9842,57.6142,75.69,84,10,3.0,clear sky
458,Putina,PE,-15.4667,-69.4333,47.43,45,5,6.87,clear sky
459,Innisfail,AU,-17.5333,146.0333,71.24,86,95,7.25,overcast clouds
460,Frontera,MX,26.9333,-101.45,104.4,11,0,9.06,clear sky
461,Puerto Escondido,MX,15.85,-97.0667,85.62,75,50,8.84,scattered clouds
462,Beloha,MG,-25.1667,45.05,61.3,79,20,12.19,few clouds
463,Bhag,PK,29.0415,67.8239,96.96,34,0,6.87,clear sky
464,Hailar,CN,49.2,119.7,58.87,59,0,6.98,clear sky
465,Tucurui,BR,-3.7661,-49.6725,80.98,65,78,3.31,broken clouds
466,Bajil,YE,15.0584,43.2851,90.32,46,5,5.32,clear sky
467,Flinders,AU,-34.5833,150.8552,55.06,85,86,6.53,overcast clouds
468,Ancud,CL,-41.8697,-73.8203,51.22,83,100,16.13,light rain
469,Dera Bugti,PK,29.0307,69.151,88.79,44,0,4.97,clear sky
470,Jiazi,CN,22.8779,116.067,75.87,83,26,15.52,scattered clouds
471,Warrnambool,AU,-38.3833,142.4833,56.8,61,100,23.38,overcast clouds
472,Moree,AU,-29.4667,149.85,41.02,75,3,9.22,clear sky
473,Azangaro,PE,-14.9167,-70.2167,51.03,44,71,5.79,broken clouds
474,Tukrah,LY,32.5341,20.5791,70.16,66,3,5.93,clear sky
475,Stromness,GB,58.965,-3.296,52.05,77,94,2.37,overcast clouds
476,Derzhavinsk,KZ,51.1,66.3167,58.46,38,66,8.25,broken clouds
477,Vilhena,BR,-12.7406,-60.1458,84.42,54,0,5.75,light rain
478,Bonthe,SL,7.5264,-12.505,80.08,87,99,6.62,light rain
479,Samana,DO,19.2056,-69.3369,86.22,74,40,11.5,scattered clouds
480,Kutum,SD,14.2,24.6667,79.7,16,8,8.77,clear sky
481,Ongandjera,NA,-17.8833,15.0667,61.16,37,1,10.09,clear sky
482,Kaeo,NZ,-35.1,173.7833,60.33,96,100,13.85,moderate rain
483,Wilmington,US,34.2257,-77.9447,82.31,78,1,8.05,clear sky
484,Felanitx,ES,39.4696,3.1483,67.01,78,4,4.76,clear sky
485,Boca Do Acre,BR,-8.7522,-67.3978,75.25,94,95,3.85,overcast clouds
486,Ciudad Dario,NI,12.7314,-86.124,81.21,42,60,14.03,broken clouds
487,Jerome,US,42.7241,-114.5186,74.75,23,1,6.91,clear sky
488,Seoul,KR,37.5683,126.9778,67.57,82,75,3.96,broken clouds
489,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,85,100,14.54,overcast clouds
490,Ishigaki,JP,24.3448,124.1572,78.93,100,75,2.3,broken clouds
491,Mango,US,27.9797,-82.3065,94.32,64,75,5.75,broken clouds
492,Abu Dhabi,AE,24.4667,54.3667,91.51,79,0,10.04,clear sky
493,Matara,LK,5.9485,80.5353,78.39,89,95,9.89,overcast clouds
494,Tarko-Sale,RU,64.9225,77.785,30.99,87,31,10.2,scattered clouds
495,Kanth,IN,29.0667,78.6333,87.28,38,0,3.98,clear sky
496,Turbiv,UA,49.3479,28.7212,53.73,91,18,7.14,few clouds
497,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,50.4,84,1,4.38,clear sky
498,Shenzhen,CN,22.5455,114.0683,82.35,91,59,6.26,broken clouds
499,Yumen,CN,40.2833,97.2,58.3,23,78,12.15,broken clouds
500,Tyukhtet,RU,56.5389,89.3011,53.76,96,100,12.12,overcast clouds
501,Bouna,CI,9.2667,-3.0,73.58,87,56,5.59,light rain
502,Aligudarz,IR,33.4006,49.6949,65.08,20,0,6.85,clear sky
503,Alenquer,BR,-1.9417,-54.7383,86.34,66,93,4.05,overcast clouds
504,Qianan,CN,44.9932,124.0581,63.97,56,17,2.64,few clouds
505,Straumen,NO,63.8709,11.2999,59.0,97,100,4.54,overcast clouds
506,Alanya,TR,36.5438,31.9998,66.33,51,0,4.92,clear sky
507,Amahai,ID,-3.3333,128.9167,77.18,87,98,3.02,overcast clouds
508,Monterey,US,36.2505,-121.2516,75.76,23,6,11.72,clear sky
509,Wanaka,NZ,-44.7,169.15,44.78,84,47,0.56,scattered clouds
510,Puerto Varas,CL,-41.3195,-72.9854,48.42,81,75,9.28,broken clouds
511,Laje,BR,-10.1833,-40.9667,73.27,60,48,8.23,scattered clouds
512,Todos Santos,MX,23.45,-110.2167,101.01,69,14,7.43,few clouds
513,Tongchuan,CN,35.0806,109.0897,74.89,32,95,3.91,overcast clouds
514,Nuevo Imperial,PE,-13.0754,-76.3172,64.76,81,17,4.99,few clouds
515,Santa Cecilia,BR,-26.9608,-50.4269,53.96,100,100,0.63,light rain
516,Pierre,US,44.3683,-100.351,88.72,54,1,10.0,clear sky
517,Lexington,US,37.9887,-84.4777,83.52,65,1,12.12,clear sky
518,Colwyn Bay,GB,53.2948,-3.7267,57.81,82,67,2.19,broken clouds
519,Tosya,TR,41.0155,34.0401,50.97,77,3,1.77,clear sky
520,Metro,ID,-5.1131,105.3067,73.9,93,79,5.57,broken clouds
521,Maneromango,TZ,-7.1988,38.7848,71.35,93,3,4.05,clear sky
522,Tagusao,PH,9.1924,117.8141,80.38,83,100,5.75,overcast clouds
523,Covilha,PT,40.286,-7.504,57.45,66,0,8.01,clear sky
524,Berbera,SO,10.4396,45.0143,92.39,45,0,11.72,clear sky
525,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,100,90,1.88,overcast clouds
526,Vacaria,BR,-28.5122,-50.9339,54.72,95,100,1.95,overcast clouds
527,The Valley,AI,18.217,-63.0578,82.26,78,40,14.97,scattered clouds
528,Sistranda,NO,63.7256,8.834,54.9,94,63,13.85,broken clouds
529,Ust-Nera,RU,64.5667,143.2,62.6,63,100,6.69,overcast clouds
530,Eureka,US,40.8021,-124.1637,70.66,63,60,10.0,broken clouds
531,Teguise,ES,29.0605,-13.564,64.62,77,75,15.93,broken clouds
532,Verkhoyansk,RU,67.5447,133.385,52.81,40,87,7.56,overcast clouds
533,Colonesti,RO,44.65,24.6667,58.8,88,1,7.36,clear sky
534,Baruun-Urt,MN,46.6806,113.2792,63.36,45,100,8.88,overcast clouds
535,Bombay,IN,19.0144,72.8479,84.18,79,40,3.44,haze
536,Santa Cruz,BO,-17.8,-63.1667,75.25,69,75,8.05,broken clouds
537,Surt,LY,31.2089,16.5887,74.01,46,39,12.12,scattered clouds
538,Luan,CH,46.3592,6.9759,58.37,89,75,1.66,broken clouds
539,Ngunguru,NZ,-35.6167,174.5,60.17,94,100,32.5,light rain
540,Ventspils,LV,57.3894,21.5606,51.73,100,63,0.0,fog
541,Tres Marias,MX,19.0522,-99.2431,70.3,57,74,4.41,broken clouds
542,Altay,CN,47.8667,88.1167,50.77,36,0,7.34,clear sky
543,Vasai,IN,19.47,72.8,84.29,69,17,5.97,few clouds
544,Karachi,PK,24.9056,67.0822,85.82,70,40,9.22,scattered clouds
545,Tutoia,BR,-2.7619,-42.2744,79.27,77,37,6.29,scattered clouds
546,Nadym,RU,65.5333,72.5167,35.62,71,14,7.67,few clouds
547,Ostrovnoy,RU,68.0531,39.5131,38.34,93,7,6.35,clear sky
548,Finote Selam,ET,10.7,37.2667,62.35,59,22,3.38,few clouds
549,Luba,GQ,3.4568,8.5547,76.89,80,100,1.01,overcast clouds
550,Astoria,US,46.1879,-123.8313,54.93,87,90,3.0,moderate rain
551,Findlay,US,41.0442,-83.6499,89.22,42,40,14.97,scattered clouds
552,Vigrestad,NO,58.5667,5.7,54.59,84,100,10.33,overcast clouds
553,Tual,ID,-5.6667,132.75,81.27,77,100,14.99,overcast clouds
554,Mogadishu,SO,2.0371,45.3438,78.91,88,48,20.56,scattered clouds
555,Mitchell,US,43.7094,-98.0298,94.98,34,1,11.99,clear sky
556,Pozoblanco,ES,38.3791,-4.8483,68.58,42,3,4.65,clear sky
557,Igboho,NG,8.8333,3.75,72.25,93,100,5.53,overcast clouds
558,Harrisburg,US,40.2737,-76.8844,91.69,45,1,5.01,clear sky
559,Plettenberg Bay,ZA,-34.0527,23.3716,67.95,27,1,11.01,clear sky
560,Povenets,RU,62.8487,34.8262,49.53,57,90,10.94,overcast clouds
561,Leh,IN,34.1667,77.5833,48.85,31,0,6.04,clear sky
562,Lodja,CD,-3.4833,23.4333,68.97,99,61,2.73,broken clouds
563,Gao,ML,16.6362,1.637,92.7,20,8,1.72,clear sky
564,Korla,CN,41.7597,86.1469,71.15,38,36,10.4,scattered clouds
565,Pathein,MM,16.7833,94.7333,83.17,77,95,8.5,overcast clouds
566,Shahr-E Babak,IR,30.1165,55.1186,81.32,10,39,3.62,scattered clouds
567,Soyo,AO,-6.1349,12.3689,75.69,88,23,5.14,few clouds
568,Mayskiy,RU,47.6931,40.1025,58.44,91,70,7.02,broken clouds
569,Prince Rupert,CA,54.3161,-130.3201,51.89,81,90,4.61,light rain
570,Havoysund,NO,70.9963,24.6622,40.08,67,3,8.63,clear sky
571,Yakovlevskoye,RU,55.4419,37.9506,62.46,88,0,6.71,clear sky
572,Kruisfontein,ZA,-34.0033,24.7314,57.43,21,3,8.28,clear sky
573,Abapo,BO,-18.8333,-63.4667,66.83,74,82,3.0,broken clouds
574,Tobermory,CA,45.2501,-81.6665,59.2,82,34,17.02,scattered clouds
575,Toccoa,US,34.5773,-83.3324,88.05,57,1,5.75,clear sky
576,Saqqez,IR,36.2499,46.2735,55.71,34,2,4.34,clear sky
577,Tonj,SS,7.2737,28.6822,75.45,81,17,5.03,few clouds
578,Kudat,MY,6.8837,116.8477,75.29,100,20,0.0,few clouds
579,Mahibadhoo,MV,3.7833,72.9667,82.98,73,71,15.75,broken clouds
580,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,89,75,12.53,broken clouds
581,Broken Hill,AU,-31.95,141.4333,51.51,62,23,11.5,few clouds
582,Sorland,NO,67.667,12.6934,52.38,82,99,5.57,overcast clouds
583,Oktyabrskiy,RU,54.4815,53.471,54.16,78,4,1.77,clear sky
584,Tabuk,PH,17.4189,121.4443,75.33,93,100,3.47,overcast clouds
585,Kahului,US,20.8947,-156.47,84.22,67,20,21.85,few clouds
586,Dingle,PH,10.9995,122.6711,76.44,87,100,2.21,moderate rain
587,Verkh-Usugli,RU,52.7,115.1667,59.32,68,93,1.05,overcast clouds
588,Adre,TD,13.4667,22.2,83.7,39,93,7.11,overcast clouds
589,Karatau,KZ,43.1667,70.4667,72.27,49,75,6.78,broken clouds
590,Prince George,CA,53.9166,-122.753,58.28,52,20,12.66,few clouds
591,Qiongshan,CN,20.0058,110.3542,78.78,89,0,5.39,clear sky
592,Samarai,PG,-10.6167,150.6667,78.66,87,100,15.9,overcast clouds
593,Nhulunbuy,AU,-12.2333,136.7667,77.61,78,40,6.91,scattered clouds
594,Paamiut,GL,61.994,-49.6678,38.21,98,100,1.5,moderate rain
595,Mackay,AU,-21.15,149.2,65.05,77,75,4.61,broken clouds
596,Flin Flon,CA,54.7682,-101.865,57.04,88,90,10.83,overcast clouds
597,Salinopolis,BR,-0.6136,-47.3561,78.15,86,43,9.37,scattered clouds
598,Akdepe,TM,42.0551,59.3788,80.69,28,1,8.41,clear sky
599,Kimbe,PG,-5.5502,150.1429,78.58,85,79,2.06,light rain
600,Tubuala,PA,9.5167,-79.0333,84.31,80,74,8.7,broken clouds
601,Alofi,NU,-19.0595,-169.9187,78.69,69,60,8.05,broken clouds
602,Skjervoy,NO,70.0311,20.9714,46.98,67,49,2.82,scattered clouds
603,Chimore,BO,-16.9833,-65.1333,69.31,97,73,2.66,broken clouds
604,Jinchang,CN,38.4953,102.1739,62.2,45,87,6.4,overcast clouds
605,Navahrudak,BY,53.6,25.8333,54.14,91,53,6.87,broken clouds
606,Hay River,CA,60.8156,-115.7999,48.18,61,75,13.8,broken clouds
607,Adolfo Ruiz Cortines,MX,25.75,-108.75,99.03,35,45,7.0,scattered clouds
608,Mochicahui,MX,25.9333,-108.9333,98.02,33,31,15.39,scattered clouds
609,Victor Harbor,AU,-35.5667,138.6167,62.47,75,88,1.99,overcast clouds
610,Gat,IL,31.61,34.7642,70.48,72,0,1.66,clear sky
611,Vorobyevka,RU,50.6451,40.9245,54.57,95,94,6.53,overcast clouds
612,Kalynivka,UA,49.4539,28.5261,53.58,92,22,7.34,few clouds
613,Ayacucho,PE,-13.1583,-74.2239,64.26,39,40,3.44,scattered clouds
614,Svetlogorsk,BY,52.6333,29.7333,55.44,94,64,6.17,broken clouds
615,La Ronge,CA,55.1001,-105.2842,55.65,76,90,14.97,overcast clouds
616,Sangar,RU,63.9242,127.4739,43.7,96,100,3.13,moderate rain
617,Meghraj,IN,23.5,73.5,84.16,64,20,12.35,few clouds
618,Nyakabindi,TZ,-2.6333,33.9833,61.77,75,16,5.66,few clouds
619,Viedma,AR,-40.8135,-62.9967,49.86,43,98,10.47,overcast clouds
620,Pitimbu,BR,-7.4706,-34.8086,77.59,83,39,11.9,scattered clouds
621,Biak,ID,-0.9131,122.8766,75.29,77,82,4.18,broken clouds
622,Cooma,AU,-36.2333,149.1333,38.97,87,89,3.56,overcast clouds
623,Katsuura,JP,35.1333,140.3,73.11,90,99,2.15,overcast clouds
624,Anshun,CN,26.25,105.9333,61.83,73,71,2.01,broken clouds
625,Kaiyuan,CN,23.6977,103.3037,67.64,93,99,2.21,overcast clouds
626,Tromso,NO,69.6496,18.957,54.25,46,0,10.36,clear sky
627,Tabou,CI,4.423,-7.3528,78.26,87,100,10.65,light rain
628,Zhumadian,CN,32.9794,114.0294,74.77,58,100,7.25,light rain
629,Puerto Quijarro,BO,-17.7833,-57.7667,84.09,36,24,2.24,few clouds
630,Bafq,IR,31.6128,55.4107,91.06,9,3,7.02,clear sky
631,Auki,SB,-8.7676,160.7034,82.18,74,8,2.95,clear sky
632,Lashio,MM,22.9333,97.75,67.91,98,100,0.4,overcast clouds
633,Mianyang,CN,31.4593,104.7542,75.16,52,100,4.74,light rain
634,Riom,FR,45.9167,2.9167,52.45,97,89,2.8,overcast clouds
635,Naze,JP,28.3667,129.4833,72.52,92,100,4.29,light rain
636,Maragogi,BR,-9.0122,-35.2225,75.88,84,9,8.21,clear sky
637,Saubara,BR,-12.7375,-38.7686,78.76,88,11,6.38,few clouds
638,Komsomolskiy,UZ,40.4272,71.7189,84.92,23,77,18.41,broken clouds
639,Ayan,RU,56.45,138.1667,41.14,91,99,4.36,overcast clouds
640,Funtua,NG,11.5233,7.3081,74.93,68,57,8.14,broken clouds
641,Mehamn,NO,71.0357,27.8492,39.6,69,6,0.94,clear sky
642,Nizwa,OM,22.9333,57.5333,84.54,62,0,3.6,clear sky
643,Morro Agudo,BR,-20.7314,-48.0578,78.82,43,40,3.4,scattered clouds
644,Ipojuca,BR,-8.3989,-35.0639,78.71,88,30,6.64,scattered clouds
645,Chicama,PE,-7.8447,-79.1469,66.74,75,96,6.08,overcast clouds
646,Martapura,ID,-3.4167,114.85,77.09,100,20,1.16,few clouds
647,Thika,KE,-1.0333,37.0693,64.02,83,94,1.52,overcast clouds
648,Ca Mau,VN,9.1769,105.15,79.43,85,98,6.22,overcast clouds
649,Tucupita,VE,9.0622,-62.051,77.52,88,45,5.55,scattered clouds
650,Kysyl-Syr,RU,63.8986,122.7617,48.7,88,100,7.85,light rain
651,Sakaiminato,JP,35.55,133.2333,66.18,88,75,5.75,broken clouds
652,Namatanai,PG,-3.6667,152.4333,81.05,81,100,3.76,light rain
653,Nouadhibou,MR,20.931,-17.0347,67.98,77,93,24.16,sand
654,Kamakwie,SL,9.5,-12.2333,79.25,85,62,8.7,light rain
655,Sabha,LY,27.0377,14.4283,83.5,17,60,11.92,broken clouds
656,Riachao,BR,-7.3619,-46.6172,78.75,47,87,2.84,overcast clouds
657,Tarakan,ID,3.3,117.6333,76.5,100,20,4.61,few clouds
658,Havelock,US,34.8791,-76.9013,86.23,81,20,7.0,few clouds
659,Mandalgovi,MN,45.7625,106.2708,44.62,78,5,20.42,clear sky
660,Gorontalo,ID,0.5412,123.0595,74.14,95,100,2.62,overcast clouds
661,Rio Bueno,CL,-40.3167,-72.9667,48.34,84,100,5.01,light rain
662,Xuanhua,CN,40.6103,115.0447,69.3,42,100,7.36,light rain
663,Bay Roberts,CA,47.5999,-53.2648,48.06,81,80,10.0,broken clouds
664,Vikhorevka,RU,56.1201,101.1636,45.99,90,18,6.08,few clouds
665,Urengoy,RU,65.9667,78.3667,33.44,78,37,6.44,scattered clouds
666,Namibe,AO,-15.1961,12.1522,74.07,54,50,8.39,scattered clouds
667,Dutse,NG,11.7594,9.3392,85.48,43,49,18.05,scattered clouds
668,Najran,SA,17.4924,44.1277,83.05,19,8,5.12,clear sky
669,Yarmouth,US,41.7057,-70.2286,89.65,41,1,5.01,clear sky
670,Buchanan,LR,5.8808,-10.0467,76.96,84,99,9.08,light rain
671,Zenica,BA,44.2014,17.9064,63.01,95,92,1.77,light rain
